ulasan,label
saya barusan isi gopay 150 ribu tapi waktu mau bayar saldo gopay saya cuma 1 rupiah bagaimana bisa,netral
saya pemakai gocar setiap hari pemilihan jalan dan akurasi map yang not_tepat yang seharusnya jarak perjalanan saya not_sampai 2 km tapi karena ketidaktepatan map jarak perjalanan saya menjadi 4 3 km sehingga membuat ongkos saya jadi besar tunai 18 0 ada 1 orang driver yang hanya mau mengambil uang saya 10 0 meskipun biaya yang tertera di aplikasi 18 0 karena kata supir jarak nya dekat di aplikasi saja yang jauh putar2 nya terima kasih driver yang baik hati semoga rezeki nya lancar,negatif
gopaylater tulisnya biaya cicilan 2 punya saya pas awal pakai saja 2 lama jadi 5 mana aplikasinya not_ada item keluhan lagi not_bisa tanya apa,negatif
mohon untuk penagih paylater untuk menagih itu yang sopan denda yang 5ribu sampe 10ribu hari saya snggup bayar apalagi cuma 2ribu bukannya sombong tapi saya not_suka dengan tata cara nagihnya selesaikan dulu customer berbicara menjelaskan apa kenapa baru di jawab not_lgsg di potong terus di beri nada tinggi ke customer lalu di tutup telponnya apa itu sopan mohon pihak gojek di tindak lanjuti karyawan seperti itu seblum saya ke kantornya langsung,negatif
masih ada driver yang kurang ramah masih perlu di edukasi cara pelatanan yang baik,positif
terlalu sering update mana internal memori pas pasan lagi,netral
aplikasi menarik layak digunakan berguna untuk umat,positif
order food karena laper dapat driver puluhan kilometer driver sampe resto lebih dari 15mnit keburu pingsan tolong carikan driver yang terdekat kenapa sih sistem yang aneh,negatif
aplikasinya lama sekali kebukanya makan waktu sekali,negatif
not_ada fitur untuk menghapus chating,netral
sekarang makin banyak masalah di gojek gatau kenapa tiba tiba akun saya di blokir padahal saya not_pernah melakukan kecurangan dan saya sudah lama pakai gojek dari awal masuk ke kota tempat saya tinggal saya sudah pakai gojek sudah melapor ke bantuan tapi sama sekali not_mendukung dan proses lambat dan not_ada solusi sangat kecewa,negatif
tolong dong perbaiki sistem nya mencari driver terus tapi not_dapat dapat lokasi driver jauh mohon di tanggapi keluhan ini terimakasih,netral
kenapa gopay pinjam saya not_bs padahal not_ada tagihan tertunggak,netral
bagus kurang promonya giliran isi gopay not_ad promo kalau gopay abis ada promo,positif
biaya untuk gosend nya naik terus,netral
mohon layanan nya di tingkatkan lagi,positif
not_menjawab perkembangan laporan tapi masalahnya bisa selesai,netral
kebijakan memposting ulasan dan rating,positif
pokok e bagus dah,positif
kok postingan saya ilang tentang bahas aplikasi not_jelas ini gass bintang satu dah biar ilang,negatif
tolong perbaiki go mart kayak ada yang kurang not_ada go ma mart,netral
susah sekali mencari driver,negatif
matur nuwun sangat membantu,positif
bagus sekali aku lagi lapar aku donlot aplilasi gojek ini pas sudah datang aku not_sabar untuk makam dan aku kasih bintang 3,netral
saya pesan ifumi tapi datang nasi goreng,negatif
dear gojek kenapa ya setelah di update search lokasi pada goshop not_bisa mendeteksi lokasi pembeli padahal sebelumnya nyaman2 saja kalau belanja pakai goshop sering customer saya minta pembelanjaan pakai goshop karena memudahkan pembayaran ditempat dan saya otomatis harus cek ongkos kirim dari tempat saya jualan ke customer tapi setelah di update sering sekali lokasi pembeli not_bisa terdeteksi tolong dong diperbaiki lagi atau dikembalikan saja seperti sistem semula agar memudahkan thanks,negatif
resto yang terdaftar di go food harusnya diverifikasi lg banyak resto yang menjual makanan not_sesuai iklan,negatif
aplikasi jelek harga berubah ubah ngak pasti pencarian driver ngawur jelas2 di pelabuhan banyak drivernya malah di kasih yang jauh,negatif
sangat buruk menurut saya masa saya paylater di blokir menggunakan juga belum pernah heran saya,negatif
harganya kemahalan khususnya gocar,netral
beli gopay belum masuk masuk sudah brapa jam masih gangguan,netral
kenapa gojek nya kok ada masalah tolong cpet benerin maslah nya ok say sudah kasik 4 bintang,positif
saya kasih bintang 3 dulu setelah di upgrade kalau lebih baik saya tambah lagi bintangnya,netral
dua dulu karena lagi coba pakai ini,negatif
banyak membantu aktifitas saya terima kasih,positif
luar biasa membantu dalam aktivitas sehari hari,positif
gojek not_ada promo ya sekarang sebelah promo terus gojek kapan pindah ke sebelah dulu dah,netral
bersama lebih mudah dan lebih yaman,positif
mantul gojek terus bykin promonya y sukses deh untuk gjek,positif
not_ada kebijaksanaan untuk bayar paylater telat dengan denda 20 hari dimasa pandemi ini bisa lunasi saja sudah baik tapi sayangnya denda juga harus dibayar 2 bulan dirumahkan coba itung 20 60hari 120 0 dimasa corona masih kejam seperti itu seharusnya ada kebijaaksanaan hapus denda atau setidaknya 50 diskon denda 120 0 itu besar disaat corona kecewa menggunakan gojek saya akan lunasi dan unistall aplikasi kejam ini,negatif
saya upgrade ko lama sekali blum ada pembrituan salh nya bagaimana beri 2 dululah,negatif
baru kali ini gofood order terus driver blg suruh tunggu oke sudah tggu 1 5 jam whatsapp driver dan driver bilang orderab not_ada astaga luar biasa sekali aneh sekali mana kelaparan ud lama pakai gojek malah gini kecewa sih ya sudahlah aku not_mao lagi pakai gojek pakai aplikasi lain ajah deh kecewa,negatif
drivernya ramah2 n tarif juga naik turun tergantung kondisi,positif
pelayanan y mudah dan cepat smart aplikasi,positif
selalu pilihan masyarakat,positif
aduh bagaimana nih mau pulang disuruh menunggu 1jam dulu karena pas login salah nomor,negatif
tolong jenis petanya bisa diubah menjadi satelit,netral
semoga kedepan semakin oke,positif
saya merasa saat ingin menggunakan go shop pembayaran dengan gopay sangat sulit mendapatkan driver dan pada saat saya sudah isi gopay saya dan saya ingin tarik ke rekening pribadi saya karena sudah berkali kali saya not_mendapat driver untuk go shop saya merasa di persulit padahal saya sudab foto ktp asli saya dan saya sudah selfie juga dengan ktp saya tetapi selalu gagal dan penilaian saya saat ini saya merasa di persulit bukannya di permudah,negatif
tolong mapnya not_eror kasian abang gojeknya salah jalan,netral
banyak voucher diskonya,positif
gojek ini sangat baik saya terkejut,positif
woilah cik lama sekali gue dapat driver nya sudah 2 jam gue kelaparan,netral
gojek drivernya makin aneh saja cancel2 sendiri terima2 sendiri not_ada confirm apapun,netral
makin banyak diskon gofood dan gocarnya iia sukses,positif
sumpah gojek demi apapun lain kali ini aplikasi harus buat keamanan lebih ketat demi apapun saldo saya sudah 2x kesedot sendiri dengan nominal yang gede saya not_terima jujur harus nya ada pemberitahuan kalau saldo saya mau dipake tapi kenapa tiba tiba ilang kesedot gitu saja keamanan nya mana sudah otentikasi segala macem masih percuma jujur not_ikhlas karena keamanan nya minim sekali,negatif
sekarang permasalahannya not_ke harga yang belum pasti skrng harganya sudah banyak yang pasti tapi tinggi saya cek harga asli 24 dan dengan go jek 30 dan itu belum termasuk ongkos kirim yang lumayan besar juga yah not_salah sih mungkin untuk fitur go food ini hanya untuk kalangan atas,netral
pencarian driver nya sangat lama dan ketika mau di batalkan not_bisa harus menunggu kebijakan aplikasi yang sangat not_menguntungkan customer,negatif
saya tiga bintang karena baru mau mencobanya haha,netral
tolong dong untuk gofood kalau pesanan lama karena menunggu driver seharusnya bisa membatalkan pesanan secara mandiri tanpa harus chat layanan pelanggan karena bbrpa kali menunggu sampai 2 jam lebih dibatalkan tdk bisa menunggu lama sekali coba ada solusi lain ya tolong sekali terimakasih,netral
sudah positif thinking percaya sama aplikasi ini untuk top up bank malah force closed terus uninstall login logout restart hapus cache data sinyal wifi stabil sampe hampir semua aplikasi penting di hp aku uninstall masih forced closed gara gara ini aku jadi telat transfer dan aku rugi di transaksi baru kali ini sekecewa itu tolong saja untuk pihak pengembang dari pada update2 yang not_berguna mending perbaiki dulu performa aplikasi nya kita cuma mau mudah simple saja not_aneh2,negatif
untuk gomed tolong di perbaiki ribet,netral
bgus untuk kendaraan pribadi,netral
bagaimana cara mendaftar gofood,netral
gojekk kenapa saya sudah top up tapi diamond saya not_masukk saya kecewa sama gojekk kendalaa truss,netral
sangat memuaskan pelayanan dan saya berharap untuk tetap bermafaat lebih baik bagi pengguna gopay thanks,positif
busuk uang saya ke tahan gara gara gagal terus waktu di upgrade,negatif
install nya gagal terus,negatif
perbaiki aplikasi chat nya deh susah sekali kalau selemot ini padahal koneksi jaringan lancar buat salah paham dengan driver terus kamu,netral
muncul masalah lagi aplikasi minta update habis update malah not_bisa dipake keterangan offline padahal not_ada masalah di quota inet saya dan ini juga terjadi dengan akun gojek suami saya di hp yang berbeda serta provider yang beda saldo saya masih lumayan admin caranya narik bagaimana,negatif
perbaiki maps dan turunin harganya,netral
mau kasi diskon dari harga 14k menjadi 1k selama 5 tahun,positif
tarifnya mahal sekarang tapi gpp lah yang penting kwalitas juga harus sesuai dengan harga,netral
gojek bbrp bulan ini kenapa sih susah sekali dapat driver mo cuaca bagus atau engga pesan makan atau pesan driver lama sekali,netral
sudah 3 tahun pakai gojek not_pernah mengecewakan drivernya ramah semua not_membandingkan but i prefer gojek then tetangga sebelah ya secara popularitas emang yang sebelah si lebih unggul kalau di wilayah ku tapi dari pengalaman ku selama ini gojek jauh lebih baik mulai dari promonya sampai sikap drivernya paling suka promo nya not_harus pakai wallet khusus jadi bagi orang yang lebih suka bayar tunai ketimbang uang elektronik ya pasti suka pokoknya the best deh love it,positif
sangat menguntungkan pakai aplikasi ini not_ribet kalau mau transfer ke yang lain,positif
sangat baik untuk menggunakan transaksi belanja,positif
bagai mana cara ubah no hp yang not_aktif dan email nya not_terverivikasi,negatif
saya paling sering pakai goshop dn sngt mmbntu saya kalau mau kiriim orderan,netral
karena butuh withdraw upgrade ke gopayplus tapi prosesnya lama sudah hampir 30jam dari yang dijanjikan sampai 1 24jam persyaratan sudah dipenuhi semua jadi malas naruh duit di gopay,negatif
infonya alay dan sok gaul dengan informasi yang disampaikan kurang ditambah biayanya yang mulai naik buat males mau make kecuali kalau ada diskon,negatif
mantul nnyalin promo goride sama gocar nya,positif
makin sangat buruk semua transaksi kena pajak 10,negatif
kok sering update terus yaa ud yang kesekian kalinya update terus bagaimana ini,negatif
mau ganti nomor saja di persulit banyak yang harus di sesuaikan di aplikasi ini kotoran anjim,negatif
kebiasaan driver di gojek selalu nembak harga tambahan karena alasannya penjemputan nya jauh,netral
goride nya tdk bisa dipakai peta nya tdk muncul,netral
tolong kenapa eror melulu kalau mau order,netral
aplikasi kotoran sudah mahal truss not_bisa di pakai buang2 kuota dan uang,negatif
driver pada not_ada yang nongol satupun,negatif
semoga selalu konsisten,netral
sangat mudah kemana mana dan baik baik pelayanan nya,positif
promo mahal ribet psen makan 1 jam bru sampai lambat sampah mnding aplikasi oren sebelah cepat promo not_nanggung2,negatif
kadang iya kadang tidak,netral
hei ada apa ini masuk ke aplikasi muter2 doank not_bisa masuk bayar paylater bagaimana caranya coba kalau not_bisa masuk aplikasi haduhh numpuk dendanya gtu,negatif
terima kasih karena aplikasi ini sangat membantu dan bermanfaat untuk saya,positif
mahal dan sedikit sekali promonya,negatif
tekan sekali yang dateng tiga driver bawa makanan semua,negatif
padahal dah langganan gofood eh bisa vouucher gofood not_pernah di kasih 1 bulan ini rugi lah langganan akun dah juragan,negatif
luar biasa diskon nya,positif
driver lama sampai selalu dapat driver yang jaraknya 2km lebih padahal di dpn kantor gue ada gojek yang lagi mangkal malah dapat driver yang jaraknya 2km kan asudahlah fix uninstoll,negatif
aplikasi not_guna menuh menhin saya memori emak jaman dulu bayak korupsi aplikasi sekarang ma,negatif
sering error aplikasinya,netral
go pulsa nya not_bisa melulu makin jelek saja gojek nih kesini makin banyak error nya,negatif
user interfacenya kok jadi not_user friendly mana size aplikasi nya juga makin gede terus borosin memori telepon ke aplikasi doang,netral
tolong di perbaiki aplikasi ini sungguh not_nyaman menggunakan aplikasi ini saya sudah terlanjur memakai aplikasi ini di program kartu prakerja tapi kenapa dengan versi yang sekarang saya not_bisa melakukan transfer ke antar bank dan not_bisa menggunakan fitur goride gocar pesan gofood gopulsa semua di aplikasi ini sudah not_berfungsi saya salah satu pengguna gojek yang sudah lama sangat kecewa dengan ketidaknyamanan ini tolong untuk segera di perbaiki,negatif
harusnya driver yang suka batalin pesanan itu harus kena sangsi mennyebalkan sekali bestie,negatif
sering cancel pesanan dan gojek not_bertanggung jawab sudah di nyangkut tapi not_belanja belanja go fod woy saya menunggu makanan saya juga bakalan bayar kali sampe 2 jam didiemin kan ktl plis kalau kerja yang niat kalau emg not_bisa tinggal bilang cancel saja saya beli makanan untuk tamu malah menpersulit kotoran,negatif
terima kasih dan sangat membantu sukses slalu toe gojek or goto mantap,positif
b gus memper mudah perjalanan kami,positif
tolong perbaiki masalah pengisian gopay di alfamart dan di ojolnya saia not_bisa ngisi disitu dan paylater saya belum bayar tolong cepat memperbaiki masalah itu ya,netral
ada apa dengan aplikasi ini saya sudah 3 kali di maki2 driver masak saya langsung terotomatis memesan goshop padahal saya not_memesannya tolong di perbaiki,netral
pengiriman cepat kebersihan good makasih,positif
perbaiki dan tingkatkan terus pelayanan untuk pelanggan dan juga go partner agar dapat memberi manfaat dan keuntungan untuk semua pihak,positif
layanan jasa yang sangat membantu sekali baik dalam segi antar jemput kuliner jasa kirim dll sukses sll gojek,positif
jelek not_adain gojek plus kalau mitra seller dan driver nya keberatan sama sistem gojek plus yang rugi jadi nya pelanggan,negatif
saya mitra sekaligus pengguna merasa not_puas dengan kebijakan pembagian order,negatif
order gofood error saya akhirnya pesan melalui goshop tapi alasan2 driver suruh saya order melalui gofood lagi bilangnya mw kejar poin doang kalau gt not_diaktifin autobidnya hei kalau mau pilih2 orderan lagian saya jg bayar tunai not_pakai promo not_pakai gopay karena suka ada lagi alesan uang cash not_cukup yakalo duit sudah not_cukup gausah narik lagi lah balik saja kerumahh,netral
